,property_id,check_in_date,room_category,successful_bookings,capacity
4462,18560,2022-06-14,rt3,15,24
4463,18560,2022-06-14,rt4,10,15
4464,18561,2022-06-14,rt1,24,33
4465,18561,2022-06-14,rt2,22,40
4466,18561,2022-06-14,rt3,16,25
4467,18561,2022-06-14,rt4,6,9
4468,18562,2022-06-14,rt1,25,38
4469,18562,2022-06-14,rt2,21,34
4470,18562,2022-06-14,rt3,17,29
4471,18562,2022-06-14,rt4,13,20
4472,18563,2022-06-14,rt1,12,27
4473,18563,2022-06-14,rt2,15,29
4474,18563,2022-06-14,rt3,12,23
4475,18563,2022-06-14,rt4,10,18
4476,19558,2022-06-14,rt1,18,40
4477,19558,2022-06-14,rt2,15,39
4478,19558,2022-06-14,rt3,9,21
4479,19558,2022-06-14,rt4,3,7
4480,19559,2022-06-14,rt1,13,24
4481,19559,2022-06-14,rt2,19,41
4482,19559,2022-06-14,rt3,15,27
4483,19559,2022-06-14,rt4,1,3
4484,19560,2022-06-14,rt1,16,26
4485,19560,2022-06-14,rt2,23,38
4486,19560,2022-06-14,rt3,11,19
4487,19560,2022-06-14,rt4,9,16
4488,19561,2022-06-14,rt1,19,36
4489,19561,2022-06-14,rt2,24,45
4490,19561,2022-06-14,rt3,15,29
4491,19561,2022-06-14,rt4,3,7
4492,19562,2022-06-14,rt1,20,30
4493,19562,2022-06-14,rt2,13,23
4494,19562,2022-06-14,rt3,16,29
4495,19562,2022-06-14,rt4,8,14
4496,19563,2022-06-14,rt1,16,30
4497,19563,2022-06-14,rt2,24,45
4498,19563,2022-06-14,rt3,14,29
4499,19563,2022-06-14,rt4,3,6
4500,16558,2022-06-15,rt1,11,19
4501,16558,2022-06-15,rt2,15,22
4502,16558,2022-06-15,rt3,5,8
4503,16558,2022-06-15,rt4,2,3
4504,16559,2022-06-15,rt1,18,30
4505,16559,2022-06-15,rt2,26,41
4506,16559,2022-06-15,rt3,23,32
4507,16559,2022-06-15,rt4,11,18
4508,16560,2022-06-15,rt1,20,34
4509,16560,2022-06-15,rt2,19,34
4510,16560,2022-06-15,rt3,10,20
4511,16560,2022-06-15,rt4,4,7
4512,16561,2022-06-15,rt1,11,18
4513,16561,2022-06-15,rt2,14,24
4514,16561,2022-06-15,rt3,14,21
4515,16561,2022-06-15,rt4,6,10
4516,16562,2022-06-15,rt1,14,31
4517,16562,2022-06-15,rt2,23,43
4518,16562,2022-06-15,rt3,9,18
4519,16562,2022-06-15,rt4,4,6
4520,16563,2022-06-15,rt1,26,41
4521,16563,2022-06-15,rt2,24,38
4522,16563,2022-06-15,rt3,12,20
4523,16563,2022-06-15,rt4,12,18
4524,17558,2022-06-15,rt1,10,19
4525,17558,2022-06-15,rt2,27,50
4526,17558,2022-06-15,rt3,13,27
4527,17558,2022-06-15,rt4,4,6
4528,17559,2022-06-15,rt1,20,32
4529,17559,2022-06-15,rt2,26,39
4530,17559,2022-06-15,rt3,10,16
4531,17559,2022-06-15,rt4,9,14
4532,17560,2022-06-15,rt1,20,40
4533,17560,2022-06-15,rt2,21,45
4534,17560,2022-06-15,rt3,12,25
4535,17560,2022-06-15,rt4,6,13
4536,17561,2022-06-15,rt1,15,26
4537,17561,2022-06-15,rt2,22,36
4538,17561,2022-06-15,rt3,11,19
4539,17561,2022-06-15,rt4,3,4
4540,17562,2022-06-15,rt1,8,20
4541,17562,2022-06-15,rt2,13,30
4542,17562,2022-06-15,rt3,11,27
4543,17562,2022-06-15,rt4,2,6
4544,17563,2022-06-15,rt1,17,25
4545,17563,2022-06-15,rt2,30,44
4546,17563,2022-06-15,rt3,11,16
4547,17563,2022-06-15,rt4,11,19
4548,17564,2022-06-15,rt1,7,16
4549,17564,2022-06-15,rt2,19,40
4550,17564,2022-06-15,rt3,10,24
4551,17564,2022-06-15,rt4,9,17
4552,18558,2022-06-15,rt1,8,15
4553,18558,2022-06-15,rt2,14,30
4554,18558,2022-06-15,rt3,14,26
4555,18558,2022-06-15,rt4,9,20
4556,18559,2022-06-15,rt1,19,42
4557,18559,2022-06-15,rt2,17,44
4558,18559,2022-06-15,rt3,9,23
4559,18559,2022-06-15,rt4,9,19
4560,18560,2022-06-15,rt1,18,30
4561,18560,2022-06-15,rt2,28,40
4562,18560,2022-06-15,rt3,13,24
4563,18560,2022-06-15,rt4,11,15
4564,18561,2022-06-15,rt1,21,33
4565,18561,2022-06-15,rt2,26,40
4566,18561,2022-06-15,rt3,17,25
4567,18561,2022-06-15,rt4,6,9
4568,18562,2022-06-15,rt1,21,38
4569,18562,2022-06-15,rt2,19,34
4570,18562,2022-06-15,rt3,17,29
4571,18562,2022-06-15,rt4,13,20
4572,18563,2022-06-15,rt1,14,27
4573,18563,2022-06-15,rt2,14,29
4574,18563,2022-06-15,rt3,11,23
4575,18563,2022-06-15,rt4,10,18
4576,19558,2022-06-15,rt1,18,40
4577,19558,2022-06-15,rt2,17,39
4578,19558,2022-06-15,rt3,9,21
4579,19558,2022-06-15,rt4,3,7
4580,19559,2022-06-15,rt1,12,24
4581,19559,2022-06-15,rt2,19,41
4582,19559,2022-06-15,rt3,13,27
4583,19559,2022-06-15,rt4,1,3
4584,19560,2022-06-15,rt1,15,26
4585,19560,2022-06-15,rt2,22,38
4586,19560,2022-06-15,rt3,11,19
4587,19560,2022-06-15,rt4,10,16
4588,19561,2022-06-15,rt1,18,36
4589,19561,2022-06-15,rt2,22,45
4590,19561,2022-06-15,rt3,15,29
4591,19561,2022-06-15,rt4,4,7
4592,19562,2022-06-15,rt1,19,30
4593,19562,2022-06-15,rt2,14,23
4594,19562,2022-06-15,rt3,19,29
4595,19562,2022-06-15,rt4,8,14
4596,19563,2022-06-15,rt1,14,30
4597,19563,2022-06-15,rt2,22,45
4598,19563,2022-06-15,rt3,14,29
4599,19563,2022-06-15,rt4,3,6
4600,16558,2022-06-16,rt1,10,19
4601,16558,2022-06-16,rt2,14,22
4602,16558,2022-06-16,rt3,5,8
4603,16558,2022-06-16,rt4,2,3
4604,16559,2022-06-16,rt2,25,41
4605,16559,2022-06-16,rt1,20,30
4606,16559,2022-06-16,rt3,20,32
4607,16559,2022-06-16,rt4,13,18
4608,16560,2022-06-16,rt1,19,34
4609,16560,2022-06-16,rt2,18,34
4610,16560,2022-06-16,rt3,12,20
4611,16560,2022-06-16,rt4,4,7
4612,16561,2022-06-16,rt1,10,18
4613,16561,2022-06-16,rt2,13,24
4614,16561,2022-06-16,rt3,13,21
4615,16561,2022-06-16,rt4,6,10
4616,16562,2022-06-16,rt1,14,31
4617,16562,2022-06-16,rt2,22,43
4618,16562,2022-06-16,rt3,10,18
4619,16562,2022-06-16,rt4,4,6
4620,16563,2022-06-16,rt1,29,41
4621,16563,2022-06-16,rt2,22,38
4622,16563,2022-06-16,rt3,14,20
4623,16563,2022-06-16,rt4,11,18
4624,17558,2022-06-16,rt1,9,19
4625,17558,2022-06-16,rt2,23,50
4626,17558,2022-06-16,rt3,13,27
4627,17558,2022-06-16,rt4,3,6
4628,17559,2022-06-16,rt1,18,32
4629,17559,2022-06-16,rt2,25,39
4630,17559,2022-06-16,rt3,10,16
4631,17559,2022-06-16,rt4,9,14
4632,17560,2022-06-16,rt1,23,40
4633,17560,2022-06-16,rt2,22,45
4634,17560,2022-06-16,rt3,13,25
4635,17560,2022-06-16,rt4,6,13
4636,17561,2022-06-16,rt1,15,26
4637,17561,2022-06-16,rt2,23,36
4638,17561,2022-06-16,rt3,12,19
4639,17561,2022-06-16,rt4,3,4
4640,17562,2022-06-16,rt1,7,20
4641,17562,2022-06-16,rt2,11,30
4642,17562,2022-06-16,rt3,12,27
4643,17562,2022-06-16,rt4,3,6
4644,17563,2022-06-16,rt1,16,25
4645,17563,2022-06-16,rt2,29,44
4646,17563,2022-06-16,rt3,10,16
4647,17563,2022-06-16,rt4,12,19
4648,17564,2022-06-16,rt1,7,16
4649,17564,2022-06-16,rt2,16,40
4650,17564,2022-06-16,rt3,10,24
4651,17564,2022-06-16,rt4,8,17
4652,18558,2022-06-16,rt1,8,15
4653,18558,2022-06-16,rt2,15,30
4654,18558,2022-06-16,rt3,13,26
4655,18558,2022-06-16,rt4,11,20
4656,18559,2022-06-16,rt1,17,42
4657,18559,2022-06-16,rt2,17,44
4658,18559,2022-06-16,rt3,10,23
4659,18559,2022-06-16,rt4,10,19
4660,18560,2022-06-16,rt1,16,30
4661,18560,2022-06-16,rt2,29,40
4662,18560,2022-06-16,rt3,14,24
4663,18560,2022-06-16,rt4,9,15
4664,18561,2022-06-16,rt1,22,33
4665,18561,2022-06-16,rt2,25,40
4666,18561,2022-06-16,rt3,16,25
4667,18561,2022-06-16,rt4,6,9
4668,18562,2022-06-16,rt1,20,38
4669,18562,2022-06-16,rt2,19,34
4670,18562,2022-06-16,rt3,17,29
4671,18562,2022-06-16,rt4,11,20
4672,18563,2022-06-16,rt1,13,27
4673,18563,2022-06-16,rt2,13,29
4674,18563,2022-06-16,rt3,10,23
4675,18563,2022-06-16,rt4,9,18
4676,19558,2022-06-16,rt1,14,40
4677,19558,2022-06-16,rt2,16,39
4678,19558,2022-06-16,rt3,9,21
4679,19558,2022-06-16,rt4,3,7
4680,19559,2022-06-16,rt1,12,24
4681,19559,2022-06-16,rt2,21,41
4682,19559,2022-06-16,rt3,12,27
4683,19559,2022-06-16,rt4,1,3
4684,19560,2022-06-16,rt1,15,26
4685,19560,2022-06-16,rt2,23,38
4686,19560,2022-06-16,rt3,11,19
4687,19560,2022-06-16,rt4,11,16
4688,19561,2022-06-16,rt1,18,36
4689,19561,2022-06-16,rt2,21,45
4690,19561,2022-06-16,rt3,13,29
4691,19561,2022-06-16,rt4,4,7
4692,19562,2022-06-16,rt1,20,30
4693,19562,2022-06-16,rt2,14,23
4694,19562,2022-06-16,rt3,17,29
4695,19562,2022-06-16,rt4,10,14
4696,19563,2022-06-16,rt3,15,29
4697,19563,2022-06-16,rt1,16,30
4698,19563,2022-06-16,rt2,26,45
4699,19563,2022-06-16,rt4,3,6
4700,16558,2022-06-17,rt1,10,19
4701,16558,2022-06-17,rt2,14,22
4702,16558,2022-06-17,rt3,5,8
4703,16558,2022-06-17,rt4,2,3
4704,16559,2022-06-17,rt1,21,30
4705,16559,2022-06-17,rt2,24,41
4706,16559,2022-06-17,rt3,20,32
4707,16559,2022-06-17,rt4,10,18
4708,16560,2022-06-17,rt1,17,34
4709,16560,2022-06-17,rt2,17,34
4710,16560,2022-06-17,rt3,10,20
4711,16560,2022-06-17,rt4,3,7
4712,16561,2022-06-17,rt1,10,18
4713,16561,2022-06-17,rt2,17,24
4714,16561,2022-06-17,rt3,11,21
4715,16561,2022-06-17,rt4,7,10
4716,16562,2022-06-17,rt1,14,31
4717,16562,2022-06-17,rt2,22,43
4718,16562,2022-06-17,rt3,10,18
4719,16562,2022-06-17,rt4,3,6
4720,16563,2022-06-17,rt1,24,41
4721,16563,2022-06-17,rt2,26,38
4722,16563,2022-06-17,rt3,15,20
4723,16563,2022-06-17,rt4,13,18
4724,17558,2022-06-17,rt1,9,19
4725,17558,2022-06-17,rt2,24,50
4726,17558,2022-06-17,rt3,16,27
4727,17558,2022-06-17,rt4,3,6
4728,17559,2022-06-17,rt1,20,32
4729,17559,2022-06-17,rt2,26,39
4730,17559,2022-06-17,rt3,10,16
4731,17559,2022-06-17,rt4,8,14
4732,17560,2022-06-17,rt1,22,40
4733,17560,2022-06-17,rt2,25,45
4734,17560,2022-06-17,rt3,12,25
4735,17560,2022-06-17,rt4,6,13
4736,17561,2022-06-17,rt1,16,26
4737,17561,2022-06-17,rt2,21,36
4738,17561,2022-06-17,rt3,12,19
4739,17561,2022-06-17,rt4,3,4
4740,17562,2022-06-17,rt1,8,20
4741,17562,2022-06-17,rt2,14,30
4742,17562,2022-06-17,rt3,11,27
4743,17562,2022-06-17,rt4,3,6
4744,17563,2022-06-17,rt1,14,25
4745,17563,2022-06-17,rt2,29,44
4746,17563,2022-06-17,rt3,10,16
4747,17563,2022-06-17,rt4,13,19
4748,17564,2022-06-17,rt1,7,16
4749,17564,2022-06-17,rt2,19,40
4750,17564,2022-06-17,rt3,9,24
4751,17564,2022-06-17,rt4,7,17
4752,18558,2022-06-17,rt1,8,15
4753,18558,2022-06-17,rt2,17,30
4754,18558,2022-06-17,rt3,15,26
4755,18558,2022-06-17,rt4,10,20
4756,18559,2022-06-17,rt1,17,42
4757,18559,2022-06-17,rt2,18,44
4758,18559,2022-06-17,rt3,9,23
4759,18559,2022-06-17,rt4,9,19
4760,18560,2022-06-17,rt1,17,30
4761,18560,2022-06-17,rt2,25,40
4762,18560,2022-06-17,rt3,13,24
4763,18560,2022-06-17,rt4,10,15
4764,18561,2022-06-17,rt1,23,33
4765,18561,2022-06-17,rt2,26,40
4766,18561,2022-06-17,rt3,17,25
4767,18561,2022-06-17,rt4,5,9
4768,18562,2022-06-17,rt1,21,38
4769,18562,2022-06-17,rt2,20,34
4770,18562,2022-06-17,rt3,20,29
4771,18562,2022-06-17,rt4,12,20
4772,18563,2022-06-17,rt1,13,27
4773,18563,2022-06-17,rt2,13,29
4774,18563,2022-06-17,rt3,10,23
4775,18563,2022-06-17,rt4,9,18
4776,19558,2022-06-17,rt1,18,40
4777,19558,2022-06-17,rt2,16,39
4778,19558,2022-06-17,rt3,9,21
4779,19558,2022-06-17,rt4,4,7
4780,19559,2022-06-17,rt1,13,24
4781,19559,2022-06-17,rt2,20,41
4782,19559,2022-06-17,rt3,15,27
4783,19559,2022-06-17,rt4,1,3
4784,19560,2022-06-17,rt1,15,26
4785,19560,2022-06-17,rt2,24,38
4786,19560,2022-06-17,rt3,12,19
4787,19560,2022-06-17,rt4,10,16
4788,19561,2022-06-17,rt1,18,36
4789,19561,2022-06-17,rt2,24,45
4790,19561,2022-06-17,rt3,14,29
4791,19561,2022-06-17,rt4,3,7
4792,19562,2022-06-17,rt1,18,30
4793,19562,2022-06-17,rt2,15,23
4794,19562,2022-06-17,rt3,16,29
4795,19562,2022-06-17,rt4,10,14
4796,19563,2022-06-17,rt1,13,30
4797,19563,2022-06-17,rt2,23,45
4798,19563,2022-06-17,rt3,14,29
4799,19563,2022-06-17,rt4,3,6
4800,16558,2022-06-18,rt1,17,19
4801,16558,2022-06-18,rt2,21,22
4802,16558,2022-06-18,rt3,7,8
4803,16558,2022-06-18,rt4,3,3
4804,16559,2022-06-18,rt1,29,30
4805,16559,2022-06-18,rt2,37,41
4806,16559,2022-06-18,rt3,29,32
4807,16559,2022-06-18,rt4,18,18
4808,16560,2022-06-18,rt1,25,34
4809,16560,2022-06-18,rt2,24,34
4810,16560,2022-06-18,rt3,14,20
4811,16560,2022-06-18,rt4,6,7
4812,16561,2022-06-18,rt1,17,18
4813,16561,2022-06-18,rt2,23,24
4814,16561,2022-06-18,rt3,20,21
4815,16561,2022-06-18,rt4,9,10
4816,16562,2022-06-18,rt1,22,31
4817,16562,2022-06-18,rt2,32,43
4818,16562,2022-06-18,rt3,13,18
4819,16562,2022-06-18,rt4,4,6
4820,16563,2022-06-18,rt1,37,41
4821,16563,2022-06-18,rt2,34,38
4822,16563,2022-06-18,rt3,19,20
4823,16563,2022-06-18,rt4,18,18
4824,17558,2022-06-18,rt1,14,19
4825,17558,2022-06-18,rt2,34,50
4826,17558,2022-06-18,rt3,21,27
4827,17558,2022-06-18,rt4,4,6
4828,17559,2022-06-18,rt1,32,32
4829,17559,2022-06-18,rt2,36,39
4830,17559,2022-06-18,rt3,14,16
4831,17559,2022-06-18,rt4,13,14
4832,17560,2022-06-18,rt1,29,40
4833,17560,2022-06-18,rt2,35,45
4834,17560,2022-06-18,rt3,18,25
4835,17560,2022-06-18,rt4,9,13
4836,17561,2022-06-18,rt1,22,26
4837,17561,2022-06-18,rt2,32,36
4838,17561,2022-06-18,rt3,18,19
4839,17561,2022-06-18,rt4,3,4
4840,17562,2022-06-18,rt1,12,20
4841,17562,2022-06-18,rt2,20,30
4842,17562,2022-06-18,rt3,16,27
4843,17562,2022-06-18,rt4,4,6
4844,17563,2022-06-18,rt1,22,25
4845,17563,2022-06-18,rt2,41,44
4846,17563,2022-06-18,rt3,13,16
4847,17563,2022-06-18,rt4,17,19
4848,17564,2022-06-18,rt1,10,16
4849,17564,2022-06-18,rt2,26,40
4850,17564,2022-06-18,rt3,14,24
4851,17564,2022-06-18,rt4,10,17
4852,18558,2022-06-18,rt1,12,15
4853,18558,2022-06-18,rt2,22,30
4854,18558,2022-06-18,rt3,19,26
4855,18558,2022-06-18,rt4,15,20
4856,18559,2022-06-18,rt1,26,42
4857,18559,2022-06-18,rt2,30,44
4858,18559,2022-06-18,rt3,13,23
4859,18559,2022-06-18,rt4,11,19
4860,18560,2022-06-18,rt1,26,30
4861,18560,2022-06-18,rt2,37,40
4862,18560,2022-06-18,rt3,23,24
4863,18560,2022-06-18,rt4,14,15
4864,18561,2022-06-18,rt1,28,33
4865,18561,2022-06-18,rt2,37,40
4866,18561,2022-06-18,rt3,22,25
4867,18561,2022-06-18,rt4,9,9
4868,18562,2022-06-18,rt1,38,38
4869,18562,2022-06-18,rt2,32,34
4870,18562,2022-06-18,rt3,27,29
4871,18562,2022-06-18,rt4,18,20
4872,18563,2022-06-18,rt1,18,27
4873,18563,2022-06-18,rt2,21,29
4874,18563,2022-06-18,rt3,17,23
4875,18563,2022-06-18,rt4,13,18
4876,19558,2022-06-18,rt1,23,40
4877,19558,2022-06-18,rt2,22,39
4878,19558,2022-06-18,rt3,12,21
4879,19558,2022-06-18,rt4,4,7
4880,19559,2022-06-18,rt1,17,24
4881,19559,2022-06-18,rt2,30,41
4882,19559,2022-06-18,rt3,21,27
4883,19559,2022-06-18,rt4,2,3
4884,19560,2022-06-18,rt1,24,26
4885,19560,2022-06-18,rt2,33,38
4886,19560,2022-06-18,rt3,16,19
4887,19560,2022-06-18,rt4,15,16
4888,19561,2022-06-18,rt1,25,36
4889,19561,2022-06-18,rt2,32,45
4890,19561,2022-06-18,rt3,20,29
4891,19561,2022-06-18,rt4,5,7
4892,19562,2022-06-18,rt1,27,30
4893,19562,2022-06-18,rt2,20,23
4894,19562,2022-06-18,rt3,29,29
4895,19562,2022-06-18,rt4,11,14
4896,19563,2022-06-18,rt1,22,30
4897,19563,2022-06-18,rt2,34,45
4898,19563,2022-06-18,rt3,20,29
4899,19563,2022-06-18,rt4,5,6
4900,16558,2022-06-19,rt1,13,19
4901,16558,2022-06-19,rt2,19,22
4902,16558,2022-06-19,rt3,6,8
4903,16558,2022-06-19,rt4,2,3
4904,16559,2022-06-19,rt2,29,41
4905,16559,2022-06-19,rt1,22,30
4906,16559,2022-06-19,rt3,24,32
4907,16559,2022-06-19,rt4,13,18
4908,16560,2022-06-19,rt1,20,34
4909,16560,2022-06-19,rt2,19,34
4910,16560,2022-06-19,rt3,12,20
4911,16560,2022-06-19,rt4,4,7
4912,16561,2022-06-19,rt1,12,18
4913,16561,2022-06-19,rt2,17,24
4914,16561,2022-06-19,rt3,14,21
4915,16561,2022-06-19,rt4,7,10
4916,16562,2022-06-19,rt1,18,31
4917,16562,2022-06-19,rt2,25,43
4918,16562,2022-06-19,rt3,12,18
4919,16562,2022-06-19,rt4,4,6
4920,16563,2022-06-19,rt1,31,41
4921,16563,2022-06-19,rt2,25,38
4922,16563,2022-06-19,rt3,13,20
4923,16563,2022-06-19,rt4,12,18
4924,17558,2022-06-19,rt1,12,19
4925,17558,2022-06-19,rt2,34,50
4926,17558,2022-06-19,rt3,16,27
4927,17558,2022-06-19,rt4,4,6
4928,17559,2022-06-19,rt1,26,32
4929,17559,2022-06-19,rt2,29,39
4930,17559,2022-06-19,rt3,11,16
4931,17559,2022-06-19,rt4,11,14
4932,17560,2022-06-19,rt1,26,40
4933,17560,2022-06-19,rt2,28,45
4934,17560,2022-06-19,rt3,16,25
4935,17560,2022-06-19,rt4,8,13
4936,17561,2022-06-19,rt1,17,26
4937,17561,2022-06-19,rt2,24,36
4938,17561,2022-06-19,rt3,16,19
4939,17561,2022-06-19,rt4,3,4
4940,17562,2022-06-19,rt1,10,20
4941,17562,2022-06-19,rt2,17,30
4942,17562,2022-06-19,rt3,13,27
4943,17562,2022-06-19,rt4,3,6
4944,17563,2022-06-19,rt1,17,25
4945,17563,2022-06-19,rt2,30,44
4946,17563,2022-06-19,rt3,11,16
4947,17563,2022-06-19,rt4,15,19
4948,17564,2022-06-19,rt1,8,16
4949,17564,2022-06-19,rt2,19,40
4950,17564,2022-06-19,rt3,14,24
4951,17564,2022-06-19,rt4,8,17
4952,18558,2022-06-19,rt1,10,15
4953,18558,2022-06-19,rt2,16,30
4954,18558,2022-06-19,rt3,17,26
4955,18558,2022-06-19,rt4,11,20
4956,18559,2022-06-19,rt1,21,42
4957,18559,2022-06-19,rt2,22,44
4958,18559,2022-06-19,rt3,11,23
4959,18559,2022-06-19,rt4,8,19
4960,18560,2022-06-19,rt1,25,30
4961,18560,2022-06-19,rt2,35,40
4962,18560,2022-06-19,rt3,21,24
4963,18560,2022-06-19,rt4,11,15
4964,18561,2022-06-19,rt1,24,33
4965,18561,2022-06-19,rt2,32,40
4966,18561,2022-06-19,rt3,17,25
4967,18561,2022-06-19,rt4,6,9
4968,18562,2022-06-19,rt1,30,38
4969,18562,2022-06-19,rt2,23,34
4970,18562,2022-06-19,rt3,20,29
4971,18562,2022-06-19,rt4,14,20
4972,18563,2022-06-19,rt1,15,27
4973,18563,2022-06-19,rt2,16,29
4974,18563,2022-06-19,rt3,15,23
4975,18563,2022-06-19,rt4,11,18
4976,19558,2022-06-19,rt1,21,40
4977,19558,2022-06-19,rt2,19,39
4978,19558,2022-06-19,rt3,12,21
4979,19558,2022-06-19,rt4,3,7
4980,19559,2022-06-19,rt1,16,24
4981,19559,2022-06-19,rt2,23,41
4982,19559,2022-06-19,rt3,17,27
4983,19559,2022-06-19,rt4,2,3
4984,19560,2022-06-19,rt1,21,26
4985,19560,2022-06-19,rt2,26,38
4986,19560,2022-06-19,rt3,15,19
4987,19560,2022-06-19,rt4,14,16
4988,19561,2022-06-19,rt1,22,36
4989,19561,2022-06-19,rt2,26,45
4990,19561,2022-06-19,rt3,18,29
4991,19561,2022-06-19,rt4,4,7
4992,19562,2022-06-19,rt1,26,30
4993,19562,2022-06-19,rt2,19,23
4994,19562,2022-06-19,rt3,21,29
4995,19562,2022-06-19,rt4,9,14
4996,19563,2022-06-19,rt3,19,29
4997,19563,2022-06-19,rt1,17,30
4998,19563,2022-06-19,rt2,26,45
4999,19563,2022-06-19,rt4,4,6
5000,16558,2022-06-20,rt1,12,19
5001,16558,2022-06-20,rt2,11,22
5002,16558,2022-06-20,rt3,3,8
5003,16558,2022-06-20,rt4,2,3
5004,16559,2022-06-20,rt1,18,30
5005,16559,2022-06-20,rt2,20,41
5006,16559,2022-06-20,rt3,17,32
5007,16559,2022-06-20,rt4,11,18
5008,16560,2022-06-20,rt1,13,34
5009,16560,2022-06-20,rt2,17,34
5010,16560,2022-06-20,rt3,10,20
5011,16560,2022-06-20,rt4,3,7
5012,16561,2022-06-20,rt1,10,18
5013,16561,2022-06-20,rt2,12,24
5014,16561,2022-06-20,rt3,11,21
5015,16561,2022-06-20,rt4,5,10
5016,16562,2022-06-20,rt1,12,31
5017,16562,2022-06-20,rt2,19,43
5018,16562,2022-06-20,rt3,8,18
5019,16562,2022-06-20,rt4,3,6
5020,16563,2022-06-20,rt1,22,41
5021,16563,2022-06-20,rt2,17,38
5022,16563,2022-06-20,rt3,12,20
5023,16563,2022-06-20,rt4,10,18
5024,17558,2022-06-20,rt1,7,19
5025,17558,2022-06-20,rt2,21,50
5026,17558,2022-06-20,rt3,11,27
5027,17558,2022-06-20,rt4,3,6
5028,17559,2022-06-20,rt1,18,32
5029,17559,2022-06-20,rt2,17,39
5030,17559,2022-06-20,rt3,8,16
5031,17559,2022-06-20,rt4,8,14
5032,17560,2022-06-20,rt1,15,40
5033,17560,2022-06-20,rt2,18,45
5034,17560,2022-06-20,rt3,11,25
5035,17560,2022-06-20,rt4,4,13
5036,17561,2022-06-20,rt1,11,26
5037,17561,2022-06-20,rt2,21,36
5038,17561,2022-06-20,rt3,11,19
5039,17561,2022-06-20,rt4,2,4
5040,17562,2022-06-20,rt1,8,20
5041,17562,2022-06-20,rt2,11,30
5042,17562,2022-06-20,rt3,8,27
5043,17562,2022-06-20,rt4,2,6
5044,17563,2022-06-20,rt1,13,25
5045,17563,2022-06-20,rt2,23,44
5046,17563,2022-06-20,rt3,9,16
5047,17563,2022-06-20,rt4,10,19
5048,17564,2022-06-20,rt1,6,16
5049,17564,2022-06-20,rt2,13,40
5050,17564,2022-06-20,rt3,10,24
5051,17564,2022-06-20,rt4,6,17
5052,18558,2022-06-20,rt1,7,15
5053,18558,2022-06-20,rt2,12,30
5054,18558,2022-06-20,rt3,11,26
5055,18558,2022-06-20,rt4,8,20
5056,18559,2022-06-20,rt1,13,42
5057,18559,2022-06-20,rt2,17,44
5058,18559,2022-06-20,rt3,9,23
5059,18559,2022-06-20,rt4,8,19
5060,18560,2022-06-20,rt2,19,40
5061,18560,2022-06-20,rt1,17,30
5062,18560,2022-06-20,rt3,11,24
5063,18560,2022-06-20,rt4,7,15
5064,18561,2022-06-20,rt1,18,33
5065,18561,2022-06-20,rt2,21,40
5066,18561,2022-06-20,rt3,13,25
5067,18561,2022-06-20,rt4,5,9
5068,18562,2022-06-20,rt1,19,38
5069,18562,2022-06-20,rt2,15,34
5070,18562,2022-06-20,rt3,16,29
5071,18562,2022-06-20,rt4,11,20
5072,18563,2022-06-20,rt1,12,27
5073,18563,2022-06-20,rt2,14,29
5074,18563,2022-06-20,rt3,9,23
5075,18563,2022-06-20,rt4,7,18
5076,19558,2022-06-20,rt1,11,40
5077,19558,2022-06-20,rt2,13,39
5078,19558,2022-06-20,rt3,8,21
5079,19558,2022-06-20,rt4,3,7
5080,19559,2022-06-20,rt1,10,24
5081,19559,2022-06-20,rt2,21,41
5082,19559,2022-06-20,rt3,11,27
5083,19559,2022-06-20,rt4,1,3
5084,19560,2022-06-20,rt1,14,26
5085,19560,2022-06-20,rt2,20,38
5086,19560,2022-06-20,rt3,9,19
5087,19560,2022-06-20,rt4,8,16
5088,19561,2022-06-20,rt1,17,36
5089,19561,2022-06-20,rt2,16,45
5090,19561,2022-06-20,rt3,11,29
5091,19561,2022-06-20,rt4,2,7
5092,19562,2022-06-20,rt1,16,30
5093,19562,2022-06-20,rt2,11,23
5094,19562,2022-06-20,rt3,14,29
5095,19562,2022-06-20,rt4,8,14
5096,19563,2022-06-20,rt1,15,30
5097,19563,2022-06-20,rt2,18,45
5098,19563,2022-06-20,rt3,14,29
5099,19563,2022-06-20,rt4,2,6
5100,16558,2022-06-21,rt1,9,19
5101,16558,2022-06-21,rt2,10,22
5102,16558,2022-06-21,rt3,3,8
5103,16558,2022-06-21,rt4,2,3
5104,16559,2022-06-21,rt1,13,30
5105,16559,2022-06-21,rt2,23,41
5106,16559,2022-06-21,rt3,16,32
5107,16559,2022-06-21,rt4,10,18
5108,16560,2022-06-21,rt1,15,34
5109,16560,2022-06-21,rt2,15,34
5110,16560,2022-06-21,rt3,8,20
5111,16560,2022-06-21,rt4,2,7
5112,16561,2022-06-21,rt1,10,18
5113,16561,2022-06-21,rt2,13,24
5114,16561,2022-06-21,rt3,12,21
5115,16561,2022-06-21,rt4,6,10
5116,16562,2022-06-21,rt1,13,31
5117,16562,2022-06-21,rt2,21,43
5118,16562,2022-06-21,rt3,8,18
5119,16562,2022-06-21,rt4,3,6
5120,16563,2022-06-21,rt1,22,41
5121,16563,2022-06-21,rt2,21,38
5122,16563,2022-06-21,rt3,10,20
5123,16563,2022-06-21,rt4,11,18
5124,17558,2022-06-21,rt1,6,19
5125,17558,2022-06-21,rt2,21,50
5126,17558,2022-06-21,rt3,12,27
